,Unnamed: 0,Unnamed: 0.1,index,created_at,id,text,language,shingleSet,signature,builtModel_sentiment,vader_score
121,121,127,132.0,Fri Apr 30 23:58:33 +0000 2021,1.3882816518982246e+18,   Incredibly good   Roderick is an exceptionally good example of what a strong laird should be    Heidi Karpen   Goodreads   AM ,en,"{2094853640, 3034702474, 4071177744, 4013102741, 1140813981, 1025572382, 1945476767, 1564974756, 1101907751, 4288340906, 1479833003, 1544205484, 3850798765, 213443891, 1352527157, 1627978933, 1976903996, 965687616, 2498530511, 1668804599, 2392294997, 4018309078, 4052159454, 2036624482, 2157255654, 1150765287, 2833690984, 1662600055, 3650686079}","[26294140, 2199677, 140355563, 199444554, 324999986, 24575365, 18944803, 47833631, 58571833, 12960198]",1,0.8653
122,122,128,134.0,Fri Apr 30 23:58:25 +0000 2021,1.3882816186583327e+18,     Check out this Amazon deal  Braun Series       cc Pulsonic Shaver System     by Braun  amazon    ,en,"{152916485, 1593029644, 649335315, 4013102741, 1106908822, 510407579, 140584862, 3931866142, 1407272104, 1097344170, 391359541, 2830171070, 3661144768, 592461380, 2863816266, 3299805267, 1804158044, 1846581214, 940329567, 1814983661, 2034854009, 2760039676, 3341416063}","[210411678, 161240704, 118556277, 1586563, 673957634, 323418510, 105976453, 326294843, 179891566, 133858421]",1,0.3767
123,123,129,135.0,Fri Apr 30 23:58:24 +0000 2021,1.3882816146990449e+18,    off  code  EAMBF A   Tub Drain Protector   PCS Bathtub  ad   deals  discount  offer  deal  codes  code  sale,en,"{2516876170, 1736675979, 1032879244, 2609295755, 185421710, 552811151, 4013102741, 382872599, 3346808471, 3797632287, 1170301733, 3409396520, 1062573744, 540369975, 602431547, 2075856197, 2334388170, 771381323, 1833827148, 2087096402, 3587006808, 1830279005, 4070334302, 1449488223, 2107382114, 49748200, 1194924010, 1139419372, 3154117870, 2626555890, 1932325750, 1156283902}","[185909059, 12446855, 470397700, 51819968, 116022311, 101588674, 2983308, 91856832, 207065021, 70088269]",1,0.0
124,124,130,136.0,Fri Apr 30 23:58:21 +0000 2021,1.3882816032359834e+18,  Spent last    hours looking at European tech stocks  Here s my recommendation on what to buy   FB   AMZN   AAPL   MSFT   GO ,en,"{3764433665, 3148795529, 635206800, 4252332819, 2751138964, 4013102741, 2378531732, 3375421977, 205556767, 1230915620, 2633362853, 866841382, 2386345129, 1564191531, 2365314091, 921980845, 1246535472, 333204530, 2686240178, 1120896313, 2979099836, 423995716, 4216054853, 1578881483, 3767403473, 2247753045, 1091239521, 3089930341, 3997105131, 110594285, 2781079155, 2784735220, 3121538806, 1915192570, 2278227709, 204633855}","[101701800, 225223670, 65943609, 305928567, 394586160, 112367830, 30282927, 36749948, 162267012, 365502953]",-1,0.0
125,125,131,139.0,Thu Apr 29 19:03:55 +0000 2021,1.3878451163924685e+18,he truth won t suffice  he will have to fight for it   Meet  VakeelSaabOnPrime    ,en,"{2169990914, 3972369289, 485717770, 1177388812, 4013102741, 2078767774, 2561895210, 833462444, 617917101, 4106462508, 3855792824, 669825097, 1642595159, 1376352091, 199977057, 4263227370, 651663603, 2591597427, 523184253}","[169857437, 99862330, 327374783, 480760965, 75195331, 112834890, 96629261, 326294843, 32875885, 151692430]",-1,0.5267
126,126,132,140.0,Thu Apr 29 23:59:58 +0000 2021,1.3879196222346772e+18,  Q  Revenue Growth  YoY   Change    Tesla  TSLA         Apple  AAPL         Facebook  FB         Amazon  AMZN         Goo ,en,"{828124802, 3909692303, 1964765074, 3917030675, 4013102741, 2781928982, 1712452118, 4222675869, 205556767, 2610979616, 3956478758, 1575201959, 2386345129, 3653553965, 482861998, 1606603567, 1323620914, 1120896313, 1461606977, 1692182593, 3983337411, 4216054853, 1965901130, 2383321045, 3641089242, 2166531166, 1191946215, 1181388522, 1305169131, 1097647217, 2784735220, 2725958393, 164186106, 204633855}","[79795224, 30933460, 72851871, 42574931, 247417712, 278053034, 30282927, 161411189, 125477140, 188965223]",-1,0.5106
127,127,133,141.0,Thu Apr 29 23:59:57 +0000 2021,1.3879196166058926e+18,  Make your own Burlap Sack suit for the low     gt   ,en,"{2057819200, 2257175844, 3304029831, 922581129, 3028333776, 1696841457, 1806369427, 99809331, 4123682165, 4013102741, 794810586, 116519099, 3208237820, 3960835549, 3167957437}","[477586013, 474093944, 106717539, 301587712, 15444131, 25730081, 1212066914, 326294843, 90025292, 115847203]",1,0.0
128,128,134,142.0,Thu Apr 29 23:59:57 +0000 2021,1.3879196165261926e+18,  Q  Revenue Growth  YoY   Change    Tesla  TSLA         Apple  AAPL         Facebook  FB         Amazon  AMZN         Go ,en,"{828124802, 3909692303, 1964765074, 3917030675, 4013102741, 2781928982, 1712452118, 4222675869, 205556767, 3956478758, 1575201959, 2386345129, 3653553965, 482861998, 1606603567, 1323620914, 1120896313, 1461606977, 1692182593, 4216054853, 766033095, 3675165641, 1965901130, 2383321045, 3641089242, 2166531166, 1191946215, 1181388522, 1305169131, 1097647217, 2784735220, 2725958393, 164186106, 204633855}","[118931949, 142767622, 72851871, 42574931, 216158173, 119134194, 30282927, 161411189, 125477140, 188965223]",-1,0.5106
129,129,135,143.0,Thu Apr 29 23:59:53 +0000 2021,1.387919601606951e+18,Amazon             Airpods Pro                              pt     AirPods with Charging Cas  ,en,"{2729875329, 3077159782, 2780464200, 2258857355, 224992876, 2008449965, 858965263, 3245144593, 2466277937, 4013102741, 3529955510, 1163694550, 2505576891, 509325501, 1059781918}","[148979617, 90448062, 301321607, 233543540, 600358635, 78451413, 44932124, 123697801, 41702467, 1066154]",1,0.1779
130,130,136,144.0,Thu Apr 29 23:59:50 +0000 2021,1.3879195877488968e+18,Win     Amazon gift card in the  Aprilofbookshop    ,en,"{3969838272, 1692182593, 3004358241, 759114629, 4427880, 2722473710, 3869031951, 759855092, 4013102741, 1573831516, 4043343135}","[252180107, 838350051, 907677880, 294138740, 159214940, 202687979, 346295983, 326294843, 581521713, 759639136]",1,0.8126
131,131,137,145.0,Thu Apr 29 23:59:50 +0000 2021,1.3879195871744614e+18,  Was able to close it for a     profit    Alert   update  chatroom       SPY  TSLA  SHOP  AMZN  NVDA  ROKU  EBAY  AMD  BB ,en,"{86101888, 79881480, 4102316936, 1067747466, 1164147980, 1393306767, 4181311760, 4013102741, 4084355867, 947796253, 4283590046, 4180856480, 3405707681, 2386345129, 765767083, 3081214893, 1893871151, 3098758192, 3807416368, 909099576, 1727284668, 1835980349, 3937359806, 3054661951, 395382721, 189342915, 1629967306, 3785851474, 441739603, 1842362974, 1262231396, 2729146853, 2739380845, 415136879, 2076718450, 3865693430, 2047742072, 3090589433, 164186106}","[228887575, 50676897, 71629852, 40964590, 69709509, 144328671, 17787990, 31689821, 182545504, 36914579]",-1,0.6249
132,132,138,146.0,Thu Apr 29 23:59:46 +0000 2021,1.3879195703091978e+18,  Q  Digital Ad Rev Growth  YoY   Change    Pinterest  PINS         Snapchat  SNAP         Facebook  FB         Amazon  AMZN    ,en,"{1300813443, 3909692303, 3641227667, 4013102741, 2781928982, 1353005854, 205556767, 1575201959, 2386345129, 3653553965, 482861998, 1606603567, 231013933, 1323620914, 1120896313, 3105407932, 1463996096, 1692182593, 497156432, 1038428240, 2383321045, 3641089242, 3911867483, 2166531166, 1400121569, 1191946215, 1305169131, 1117496555, 2784735220, 2725958393, 2295376249, 1740546170, 3097358972, 2422983422}","[118931949, 228458782, 72851871, 42574931, 69188317, 278053034, 34164517, 161411189, 57665450, 364007609]",1,0.5106
133,133,140,148.0,Thu Apr 29 23:59:37 +0000 2021,1.3879195308994806e+18,Assassin s Creed Origins   Get it here on Amazon    gt     AssassinsCreed ,en,"{2057819200, 2246697569, 1389809636, 2649147045, 3304029831, 2551876488, 1243166811, 773402859, 3852491181, 3037609774, 3689716059, 2505576891, 1702842070, 4013102741, 671134554, 1241306427, 3167957437}","[300992428, 121248639, 15088276, 852548411, 154709358, 25730081, 975172386, 326294843, 90025292, 468849434]",1,0.4215
134,134,141,149.0,Thu Apr 29 23:59:34 +0000 2021,1.387919521067975e+18,   AMZN reported earnings of         consensus was        Earnings Whisper was        via   whisperbeat  ,en,"{1757248771, 291635078, 4252332819, 4013102741, 2700300314, 3029160746, 512563628, 2695990193, 4128737735, 756074709, 1228516824, 1158862433, 1563543779, 2032657125, 1334415592, 2842893930, 3696487022, 117801714, 2914731509, 3750001019, 3852829822}","[39797186, 186064132, 511607349, 14602334, 97930114, 188573568, 104841887, 326294843, 50643879, 69169166]",-1,0.0
135,135,142,150.0,Thu Apr 29 23:59:30 +0000 2021,1.387919502499664e+18,Jeff Bezos May be incredibly smart but he is not so smart not splitting his stock   AMZN,en,"{2981433090, 2356455426, 2405654083, 2432429957, 147243717, 185111706, 672049416, 3598059111, 2970710986, 1088146760, 693079306, 381655282, 4252332819, 3024903221, 1512068090, 2337449179, 3610781151}","[43562108, 242358645, 218905826, 639066365, 3904722, 230921854, 50455566, 12572873, 787453197, 442972844]",-1,0.7172
136,136,143,151.0,Thu Apr 29 23:59:28 +0000 2021,1.3879194927354511e+18,      ft LED Strip Light for        Save     with promo code   J TPIK    ,en,"{76694145, 2218324611, 3464214147, 4013102741, 3901776413, 730699423, 970926624, 3748162602, 1886540094, 3723775942, 3585424125, 1894840272, 2072959708, 3296793566, 824735718, 2747253101, 1250568945, 720852341, 2770577913, 521054717}","[194555141, 60524302, 546848002, 81712332, 186715325, 34038345, 135915869, 42762762, 63818508, 30965185]",1,0.4939
137,137,144,152.0,Thu Apr 29 23:59:27 +0000 2021,1.387919491892355e+18,  The truth won t suffice  he will have to fight for it   Meet  VakeelSaabOnPrime       ,en,"{2169990914, 4223621638, 3972369289, 485717770, 4013102741, 3374413725, 2078767774, 2561895210, 833462444, 617917101, 4106462508, 1553499443, 3855792824, 669825097, 1642595159, 1376352091, 199977057, 4263227370, 651663603, 2591597427, 523184253}","[169857437, 99862330, 327374783, 281876831, 75195331, 181019557, 96629261, 326294843, 32875885, 151692430]",-1,0.5267
138,138,145,154.0,Thu Apr 29 23:59:21 +0000 2021,1.3879194649482895e+18,  Fujifilm Instax Mini Link for Nintendo Switch Smartphone Printer is now properly up for pre order on Amazon  ,en,"{2984516740, 4286226055, 125905171, 1299264154, 3170613531, 3501624605, 3167933602, 204062756, 1931174190, 2505576891, 3825162433, 1041176132, 3236651851, 3742099021, 3779596115, 2263551575, 3689716059, 3788080605, 3783882975, 1368841079}","[134772332, 91782384, 95334169, 131103015, 163910898, 128174267, 241934464, 112040827, 33718375, 153200965]",1,0.1779
139,139,146,156.0,Thu Apr 29 23:59:20 +0000 2021,1.3879194592857498e+18,Q  Revenue Growth  YoY   Change    Tesla  TSLA         Apple  AAPL         Facebook  FB         Amazon  AMZN         ,en,"{828124802, 3909692303, 1964765074, 3917030675, 4013102741, 2781928982, 1712452118, 4222675869, 205556767, 3956478758, 1575201959, 2386345129, 3653553965, 482861998, 1120896313, 1461606977, 1692182593, 4216054853, 1965901130, 2383321045, 3641089242, 2166531166, 1191946215, 1181388522, 1305169131, 1097647217, 2784735220, 2725958393, 164186106, 204633855}","[207394964, 142767622, 72851871, 42574931, 259327601, 278053034, 30282927, 161411189, 125477140, 188965223]",-1,0.5106
140,140,147,157.0,Thu Apr 29 23:59:19 +0000 2021,1.3879194581030912e+18,    ft LED Strip Light for        Save     with promo code   J TPIK    ,en,"{76694145, 2218324611, 3464214147, 4013102741, 3901776413, 730699423, 970926624, 3748162602, 1886540094, 3723775942, 3585424125, 1894840272, 2072959708, 3296793566, 824735718, 2747253101, 1250568945, 720852341, 2770577913, 521054717}","[194555141, 60524302, 546848002, 81712332, 186715325, 34038345, 135915869, 42762762, 63818508, 30965185]",1,0.4939
141,141,148,158.0,Thu Apr 29 23:59:19 +0000 2021,1.3879194566937518e+18,  Big Tech had some monster  s in  Q w   AAPL  AMZN  FB  GOOGL  amp   MSFT totaling     B of  Q revenue        B of  Q NI  Giv ,en,"{3727931265, 770010497, 1361570308, 70104714, 3268529936, 4013102741, 62048790, 3085825176, 3005614748, 205556767, 1073523747, 1419815718, 2386345129, 1418157, 2048411055, 945578289, 3492235570, 1236686904, 1477512506, 1156968254, 1261428801, 833109698, 943344837, 4216054853, 1208466762, 651718988, 3767403473, 3240177111, 1923660926, 2574421340, 3094386022, 3394935788, 1601459314, 1246317558, 3121538806, 3989028601, 4255124474, 1234298363, 3264481917, 258028542}","[423564863, 101878522, 262134, 110570515, 5533711, 89928855, 30282927, 253740491, 18968179, 70134172]",1,0.0
142,142,149,159.0,Thu Apr 29 23:59:18 +0000 2021,1.3879194513839104e+18,  Make awesome games with C  and  Unity    Tech     DaysOfCode  DEVCommunity  Games  CS   Book  Reading ,en,"{2176419970, 1027364994, 961350532, 1539965446, 2506417927, 335298567, 282759053, 3313944335, 2739963920, 4013102741, 1236376222, 1885719457, 1559408163, 2705922852, 3677915819, 2883485361, 2315580980, 4241432638, 4258793152, 2985266244, 856121162, 1760934988, 167007824, 3960835549, 3065173344, 1498574308, 4171705068, 4174720248}","[135787075, 284352011, 224279566, 325968271, 29771976, 97282258, 142089087, 95671413, 364033985, 121353550]",1,0.6249
143,143,150,160.0,Thu Apr 29 23:59:14 +0000 2021,1.3879194378949304e+18, When kids grow up  they hear their parent s voice in their subconscious     Frank Sonnenberg   BookSmart,en,"{2921639938, 4217978890, 4013102741, 4101901337, 1673078175, 2249112736, 2431805986, 1637959842, 3750620839, 945635757, 2955804218, 737376708, 3720035403, 3307194456, 3403859040, 1373166435, 4054839915, 3174975340, 1051296751, 1150799599, 4041724147}","[294169809, 97854804, 20870363, 126275161, 261576180, 593955056, 311751086, 77086732, 18727080, 67669563]",1,0.0
144,144,151,161.0,Thu Apr 29 23:59:14 +0000 2021,1.387919435474903e+18,For anyone who has spent a lifetime trying to be a better person than they were the day before  Ms  Olson has writt  ,en,"{2133097216, 2302804738, 799882755, 205800824, 1217020167, 3802085904, 2148352529, 3122134416, 1998486547, 4183615515, 3333072546, 2526097466, 1433373001, 3326633036, 2072306519, 2085473243, 3943253595, 3442146018, 3564770, 1012371173, 2984161511, 2783155944, 2324100342, 262150519, 3914232}","[495320582, 60250383, 123988587, 9194557, 42546866, 449523629, 264345627, 262638636, 356315420, 119329881]",-1,0.4404
145,145,152,163.0,Thu Apr 29 23:59:10 +0000 2021,1.3879194190667858e+18,he Big Book of the Blue explores the underwater world  looking at animals in danger  learning how to spot creature  ,en,"{1492142592, 331268993, 3220969475, 847548422, 2286920083, 3763909397, 2578173855, 398818343, 1810987455, 3841312323, 4151770948, 3650962631, 3392027085, 3751445589, 2533250645, 840450136, 1878759129, 2863598823, 7328622, 4001082353, 526559224, 1962579706}","[99605938, 308302233, 199712602, 77378537, 487931431, 82461956, 211470605, 131219666, 95731092, 94590179]",1,-0.5267
146,146,153,164.0,Thu Apr 29 23:59:10 +0000 2021,1.3879194186388808e+18, romancefiction  Romantic  RomanceBooks   romancebook  romancereader  RomanceReaders   romancenovels  ,en,"{1889522661, 3647832679, 1309206089, 2104388298, 861607340, 3592038860, 345306543, 63861681, 2406266002, 3634944147, 3308949207, 3396668760, 2376214874, 2165034268, 236970461, 546723711}","[91035064, 469795745, 130312061, 96337347, 24018793, 293865393, 35695169, 21023879, 569357188, 1085757287]",1,0.4019
147,147,154,165.0,Thu Apr 29 23:59:08 +0000 2021,1.3879194127165768e+18,Source    Check out  BXGLOW daily cleanser and other skin products       ,en,"{2975403655, 3538140040, 2055046985, 3207834250, 2484205581, 3300563504, 3538775505, 1786853490, 2299886612, 391359541, 4013102741, 1806212757, 618244123, 1846581214}","[7429212, 58942112, 359797456, 146408757, 227385306, 137347925, 116949288, 12314464, 527841858, 529602157]",1,0.0
148,148,155,166.0,Thu Apr 29 23:59:03 +0000 2021,1.3879193912793784e+18,  The truth won t suffice  he will have to fight for it   Meet  VakeelSaabOnPrime now     ,en,"{2169990914, 4223621638, 3972369289, 1122359180, 4013102741, 3374413725, 2078767774, 3578559653, 2561895210, 833462444, 617917101, 4106462508, 1553499443, 3855792824, 669825097, 1642595159, 1376352091, 2083627995, 4263227370, 651663603, 2591597427, 523184253}","[169857437, 99862330, 327374783, 281876831, 75195331, 55870150, 96629261, 326294843, 32875885, 151692430]",-1,0.5267
149,149,156,167.0,Thu Apr 29 23:59:03 +0000 2021,1.3879193878316524e+18,  The truth won t suffice  he will have to fight for it    Meet  VakeelSaabOnPrime     ,en,"{2169990914, 4223621638, 3972369289, 485717770, 4013102741, 3374413725, 2078767774, 2561895210, 833462444, 617917101, 4106462508, 1553499443, 3855792824, 669825097, 1642595159, 1376352091, 199977057, 4263227370, 651663603, 2591597427, 523184253}","[169857437, 99862330, 327374783, 281876831, 75195331, 181019557, 96629261, 326294843, 32875885, 151692430]",-1,0.5267
150,150,157,169.0,Thu Apr 29 23:59:00 +0000 2021,1.3879193774340342e+18,Grab a   pack of LED Ring Lights  get it for         Save     with promo code   FUL     ,en,"{76694145, 3464214147, 4194500365, 4292360593, 1463008786, 4013102741, 3901776413, 970926624, 975754666, 2991419947, 3241478830, 1886540094, 3305130704, 699741661, 3024687970, 2844895717, 2600660966, 824735718, 2747253101, 415136879, 1183805040, 1250568945, 278029816, 521054717, 1801462527}","[715980214, 15423487, 152322418, 81712332, 186715325, 34038345, 102052919, 42762762, 63818508, 128178149]",1,0.4939
151,151,158,170.0,Thu Apr 29 23:58:59 +0000 2021,1.3879193749175132e+18,Winning After Losing  Building Resilient Teams is an important book  Learn more    ,en,"{2716041217, 3306873089, 1680002820, 1308456292, 4256922182, 340732871, 365596105, 2401604553, 1057634317, 668474258, 2395989141, 4013102741, 1106645143, 57691422, 3933490079}","[146979132, 12613822, 605651323, 211629165, 604722948, 366885633, 613946164, 53563753, 172414695, 211536768]",1,0.3818
152,152,159,171.0,Thu Apr 29 23:58:55 +0000 2021,1.3879193575237345e+18,Kenwood FP    Compact Food Processor   Silver And Grey        delivered   Amazon  a     Foodie  Foodies  food  ,en,"{1275009286, 4242858637, 3909692303, 638210322, 4013102741, 1732475416, 1567486503, 1328117037, 1894316722, 3584078390, 4135333307, 2313785278, 379210431, 1692182593, 1312983495, 1756580427, 2213878606, 851368785, 3029437526, 1420474070, 3123561307, 660975452, 3653204060, 2156193244, 888556766, 3403429997, 415136879, 1286277491}","[274449672, 145897536, 86895075, 176732611, 112189314, 54915293, 250068610, 75578294, 137128985, 125381606]",1,0.2263
153,153,160,172.0,Thu Apr 29 23:58:49 +0000 2021,1.3879193318838518e+18,  If you want to learn more about our April  authorofthemonth click one of the links below   US  UK ,en,"{1441542545, 2985063195, 2358615965, 2415542820, 1106883110, 747590955, 3647545139, 1740277813, 3646352821, 4243297853, 291158973, 1255342402, 191704269, 2581579215, 2358763094, 4170304343, 3338085218, 1011943139, 3752767469, 1806081521, 2451332347, 430906365, 3286379135}","[47900675, 176765377, 497735240, 62655129, 70659307, 64336388, 241037779, 168010983, 225197584, 344005472]",1,0.0772
154,154,161,,,,,,set(),"[4294967312, 4294967312, 4294967312, 4294967312, 4294967312, 4294967312, 4294967312, 4294967312, 4294967312, 4294967312]",1,0.0
155,155,162,177.0,Thu Apr 29 23:58:41 +0000 2021,1.3879192977465098e+18,  There s a new moon   is blonde  and she just dropped  Your Power   the latest off her forthcoming album   The ,en,"{1169995137, 2308982918, 505987599, 2908261010, 2657976212, 832500765, 4108021791, 3050241440, 3288909482, 2435602606, 966064687, 1553499443, 1572570164, 524443573, 1356378701, 3336075855, 2053756370, 1691730899, 1459609305, 145871451, 3298379611, 648832350, 1511745122, 1730088296, 756637801, 3615652970, 2162925546, 60946297, 4186835196}","[205618984, 51435368, 6693344, 71099234, 37595883, 220712237, 51452439, 95725252, 22363448, 215919925]",1,0.0
156,156,163,178.0,Thu Apr 29 23:58:39 +0000 2021,1.387919288108036e+18, This  StockMarket  Bubble would be called  FAANG Bubble    Per  WarrenBuffett INTRINSIC VALUE formula  based  ,en,"{614212231, 401253770, 359153802, 3338101905, 2265066003, 4013102741, 3201736348, 3906765981, 4246071328, 4117061670, 1139024552, 2752108596, 3008805946, 4212359996, 2235154119, 2719074889, 2761287116, 3631069390, 3189630544, 4181574998, 1844237925, 3321597541, 290694389}","[398951973, 623909150, 231566185, 28264969, 287202722, 363201429, 157790884, 326294843, 55288934, 59627349]",1,0.4824
157,157,164,180.0,Thu Apr 29 23:58:34 +0000 2021,1.38791926967398e+18,  Reader Ready Award Recommended Read        asmsg  iartg  amreading  bookboost https    ,en,"{2555742561, 429536193, 3108338469, 527316198, 532366697, 699967754, 1347004169, 2292336207, 1266892239, 4081470544, 3287811986, 4013102741, 526846614, 3134031320, 716613339, 2703393917, 1516540862, 3577279327}","[637989109, 525747996, 209230669, 796584303, 127041093, 996451349, 27976419, 326294843, 328133942, 122455031]",1,0.7783
158,158,165,181.0,Thu Apr 29 23:58:31 +0000 2021,1.387919254784254e+18,     Royally Targeted is here  y all      Amazon     mc  mcromance   romanticsuspense   book nerd  bike ,en,"{1248112259, 3909692303, 4013102741, 2158804009, 3940027696, 1977917752, 2505576891, 2635003836, 1692182593, 3963026630, 3184726986, 3417746380, 2709623760, 1995856977, 1422415826, 650584538, 1960092634, 443729116, 3676823902, 2647895649, 107117797, 4826347, 1818195183, 4238858101, 1925323640, 3032953085}","[385374683, 56237530, 214575552, 171623697, 69911776, 269808840, 52212618, 131190446, 216228881, 79010593]",1,-0.128
159,159,166,182.0,Mon Apr 26 17:29:13 +0000 2021,1.3867341216077455e+18,BREAKING  Traders says an  stock split is likely in      possibly as early as Thursday when co reports earni  ,en,"{776292105, 3757217167, 3511984277, 4013102741, 762686999, 911058841, 564194077, 3197485341, 2172557865, 1166555818, 2368140713, 1361070258, 541986871, 3198195895, 2994096954, 1685964614, 3399194439, 223970767, 2345240021, 4114195286, 676943063, 2809311204, 1825854196}","[462836180, 309637655, 149333957, 18336691, 7739469, 204541713, 196546173, 54692691, 290640399, 96982977]",-1,0.0
160,160,167,183.0,Mon Apr 26 18:00:12 +0000 2021,1.386741919737426e+18,Coming soon  Pop  Marvel   Marvel Studios  The Falcon and The Winter Soldier  Pre order all your favorites now   ,en,"{804069889, 2310606216, 1142311946, 3820232079, 4013102741, 2603877016, 804176542, 40367524, 846162214, 973526442, 1200137918, 702334910, 190592062, 2784610113, 4191241668, 3396500299, 4188875724, 3722034892, 3603145553, 4009834707, 3148805462, 2083627995, 4238322149, 222809579, 285139185}","[15497571, 350166269, 15831908, 483392536, 201195805, 27230907, 466934691, 326294843, 31706042, 7858130]",1,0.8126
161,161,168,184.0,Wed Apr 28 23:59:57 +0000 2021,1.3875572292015596e+18,  Learning Python   th Edition  Link      Python     DaysOfCode  CodeNewbies  WomenWhoCode  Coding   ,en,"{961350532, 1095997582, 1827397139, 4013102741, 4293119769, 1236376222, 3508632350, 3807869854, 59559843, 2636494893, 795676212, 83612090, 4130645198, 1762803154, 2456673754, 2969658202, 3677903844, 2147624932, 1160206701, 2105012472, 177464444, 334997246}","[4696624, 65474056, 107417854, 1270530, 288585750, 55441847, 157732213, 326294843, 59816735, 246598157]",1,0.0
162,162,169,185.0,Wed Apr 28 23:59:52 +0000 2021,1.387557209089839e+18,      Blue       US              Yellow       UK  ,en,"{1200168609, 1226873921, 1106883110, 327667079, 1760506119, 897830057, 263341767, 2683897803, 495432719, 4013102741, 2490626710, 2358615965, 3286379135}","[95774944, 512336048, 383002203, 176307816, 487678152, 188244382, 247314812, 56750599, 716646345, 156672738]",-1,0.0
163,163,170,186.0,Wed Apr 28 23:59:50 +0000 2021,1.3875572007766794e+18,        Raise Your Hands     iTunes  Amazon MP    MIYU    womanguitarist,en,"{1956814691, 1127957380, 2322363686, 517891240, 3984782793, 2143479438, 629090864, 2395869777, 2314431732, 3942162516, 4013102741, 1063656342, 300088920, 2125445850, 1876865852, 2069256351}","[175602170, 73179732, 47039641, 383195733, 215821962, 93800113, 173822501, 310360790, 283980232, 714031568]",1,0.1779
164,164,171,188.0,Wed Apr 28 23:59:50 +0000 2021,1.387557197425496e+18, I could definitely see  AMZN doing the same thing that  TSLA did when it announced the split  A purely  ,en,"{4286655362, 3827366540, 571864211, 1310353684, 2880215704, 505510809, 147744675, 3268997542, 3103711923, 2745095092, 3294337844, 638667066, 1789217096, 77145676, 2820293197, 3212116686, 3946538960, 1880761554, 4122203749, 2659861221, 467239795, 2251532533, 1354269436}","[319879831, 173465150, 185248634, 298909150, 60418331, 25824381, 80182837, 4845969, 76403644, 83989426]",1,0.4019
165,165,172,189.0,Wed Apr 28 23:59:49 +0000 2021,1.38755719595341e+18,his is not the reason u should own  AMZN ,en,"{917991681, 1162128291, 2386345129, 3682279915, 3715585327, 3257148496, 4209507126, 3010399608, 1417160538}","[3968613, 1370805796, 712428421, 13598631, 54040055, 927664736, 520996625, 193824087, 303267896, 419159224]",-1,0.0
166,166,173,190.0,Wed Apr 28 23:59:49 +0000 2021,1.3875571957436293e+18,  Back in stock    The Child Animatronic Edition    ,en,"{1306572640, 2601990788, 147243717, 155357612, 3019156079, 1553499443, 4013102741, 2064984726, 1255683607, 3125157530, 2634540923, 2560991838}","[306543616, 256859625, 793023114, 112061116, 32841133, 275795721, 156231642, 324348855, 1228105871, 781273537]",-1,0.0
167,167,174,191.0,Wed Apr 28 23:59:45 +0000 2021,1.3875571772048753e+18,  Josh has fallen hard for the beautiful alien Melynas  but is he ready to die for a kiss  Read Space Cowboy Blues  amp  the ot ,en,"{3602085889, 3237313669, 2071180552, 2483365384, 2281077898, 1064574479, 1022740751, 4091264021, 342497814, 717159328, 3960081057, 4181165216, 3935835685, 2134698151, 702019118, 1196699056, 3492235570, 1980153656, 3612528698, 442427324, 621689277, 2606056514, 2476400204, 2281481807, 3340356691, 2746933589, 210466915, 987196262, 1700027635, 3685354361}","[591182175, 96278083, 143477169, 182862638, 48539749, 204604819, 110157595, 150548649, 189257032, 162434688]",1,0.2732
168,168,175,192.0,Wed Apr 28 23:59:45 +0000 2021,1.387557176944726e+18,  ITZY  lt GUESS WHO gt    TITLE TRACK         In the morning     RELEASE            FRI  PM  KST     AM  EST   ITZY SHOP https   ,en,"{1090267525, 1987252607, 3654589710, 4125539343, 4000970897, 1329442322, 2473807634, 4013102741, 3990050330, 1068658592, 2806916001, 2715866658, 3430019490, 1479833003, 75943344, 1414217911, 2057819200, 1512023873, 2833598148, 900160327, 4287817932, 1668272079, 4213429583, 847941329, 3233099604, 2392294997, 716613339, 2226881886, 1856686688, 2512346720, 543840359, 652536938, 2531159019, 1255539310, 438515056, 1669246961, 3743523199}","[252852342, 27041486, 145159918, 138318907, 2023446, 329885127, 18944803, 284414319, 25490847, 70029275]",1,0.2732
169,169,176,193.0,Wed Apr 28 23:59:44 +0000 2021,1.3875571760429957e+18,    Murder  mystery  sexual tension  Stories that feel as though they were pulled from the pages of long ,en,"{2136250881, 1226626695, 3245387143, 1983489801, 4013905676, 5194387, 4013102741, 3560691861, 3964608024, 3949537051, 3658030764, 437048238, 3430564655, 4098850486, 4185159351, 1742865098, 2892710232, 161855972, 3242786664, 805421555, 3175797880, 2498222717}","[52626010, 12231583, 529315814, 243268441, 266799906, 1300099, 211096466, 85544291, 87188044, 293101227]",-1,-0.7906
170,170,177,195.0,Wed Apr 28 23:59:41 +0000 2021,1.3875571626547282e+18,  Today Buy your Best All Product From Here    shop,en,"{4162794627, 1787579847, 3779763464, 3725191336, 584823849, 1519876459, 1976023021, 4069970862, 4202764335, 4013102741, 3837085334, 3666696858}","[31452159, 84336820, 126611308, 1019325927, 1120389133, 481757325, 634205184, 19471921, 126444019, 39603978]",1,0.6369
